age,education,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,income
34,6,3,3,3,15024,0,40,1
37,3,3,3,3,0,0,50,1
42,2,3,3,4,0,0,45,1
43,2,3,3,4,0,0,36,1
49,0,3,0,3,0,0,40,1
47,5,3,0,3,0,0,40,1
36,3,3,3,3,0,1887,40,1
29,3,3,3,3,0,0,50,1
33,0,3,1,3,0,0,50,1
29,3,3,3,3,0,0,40,1
44,2,3,1,3,0,0,40,1
36,0,3,2,3,0,0,48,1
38,0,3,3,3,0,0,44,1
27,1,3,3,3,0,0,45,1
43,6,3,3,3,7298,0,50,1
40,3,3,3,3,7688,0,40,1
61,6,3,3,3,0,0,40,1
38,0,3,1,3,0,0,40,1
43,3,3,1,3,0,1887,40,1
54,3,1,3,2,0,0,40,1
49,2,3,3,3,0,0,40,1
32,3,3,3,3,0,0,45,1
40,1,1,3,1,0,0,40,1
45,3,1,3,2,0,0,50,1
34,0,3,0,3,0,0,40,1
46,1,3,1,3,0,0,40,1
42,0,3,0,3,0,0,42,1
32,0,3,0,3,0,0,40,1
51,6,3,3,3,0,0,40,1
45,6,3,3,3,0,1977,43,1
48,3,3,0,3,0,0,45,1
29,3,3,3,3,0,0,40,1
31,1,3,3,3,0,1887,40,1
34,0,3,0,4,0,0,40,1
33,3,3,3,4,0,0,50,1
40,6,3,3,3,15024,0,40,1
37,1,3,3,3,0,0,40,1
39,3,3,1,3,0,0,40,1
52,4,3,0,3,0,1887,47,1
27,2,0,0,2,0,0,40,1
40,6,3,3,3,0,2415,40,1
41,6,3,3,3,0,2415,40,1
57,3,1,3,1,0,0,50,1
43,6,3,3,3,0,0,40,1
53,6,3,3,3,0,0,40,1
39,2,0,1,0,14344,0,40,1
53,0,3,0,3,0,0,40,1
31,0,3,0,3,0,0,40,1
47,1,3,3,3,0,0,40,1
61,5,3,0,3,7298,0,40,1
38,3,3,3,3,7298,0,50,1
36,3,3,3,3,7688,0,40,1
43,3,3,3,3,0,0,40,1
42,0,3,3,3,0,0,50,1
45,6,3,3,3,0,1977,43,1
57,6,3,1,3,0,1977,50,1
38,3,3,1,3,0,0,40,1
43,6,3,3,3,0,0,50,1
54,0,3,0,3,5178,0,50,1
39,6,1,3,1,0,0,40,1
59,2,1,3,1,0,0,50,1
50,6,3,3,3,15024,0,45,1
45,6,3,1,3,0,0,50,1
42,2,0,1,1,14084,0,36,1
24,3,3,3,3,0,0,44,1
35,0,3,3,3,5178,0,40,1
59,3,3,0,3,0,0,40,1
55,3,3,1,3,0,0,40,1
49,3,3,3,3,0,0,40,1
58,1,3,3,3,7688,0,45,1
44,1,0,1,1,13550,0,50,1
45,0,3,0,3,0,0,40,1
39,1,3,1,3,15024,0,40,1
44,0,0,0,0,0,0,40,1
43,0,3,0,3,0,0,40,1
61,6,4,3,1,0,0,40,1
36,1,3,3,3,7298,0,40,1
47,3,3,1,3,0,1977,40,1
31,0,3,0,3,0,0,45,1
28,1,3,1,3,0,0,50,1
57,6,3,1,3,0,1902,40,1
32,2,3,0,3,0,0,40,1
39,0,3,3,3,0,0,50,1
35,6,3,3,3,0,0,45,1
33,6,3,3,4,7688,0,35,1
31,3,3,3,4,0,1902,35,1
30,3,3,1,3,7298,0,50,1
46,0,3,0,4,5178,0,40,1
51,1,3,1,3,0,0,40,1
58,4,3,0,3,0,0,50,1
56,0,3,1,3,0,0,40,1
43,6,3,3,3,0,0,35,1
59,2,3,1,3,7298,0,40,1
46,1,3,0,3,0,0,50,1
48,4,3,0,3,0,0,40,1
41,3,3,3,4,0,0,40,1
50,3,3,1,4,0,0,50,1
64,2,3,3,3,9386,0,45,1
64,6,0,3,1,4787,0,40,1
36,1,3,0,3,7298,0,40,1
47,1,3,1,3,0,0,50,1
35,2,3,1,3,0,1887,45,1
43,6,0,3,1,0,0,50,1
37,3,3,3,3,0,0,50,1
52,0,1,0,1,14344,0,40,1
51,6,3,3,3,0,0,42,1
52,0,3,0,3,0,0,50,1
52,0,3,0,3,0,0,48,1
53,1,3,1,3,0,0,40,1
42,0,3,0,3,0,0,40,1
37,6,1,3,1,0,0,40,1
46,0,3,0,3,4386,0,40,1
49,3,0,1,1,0,1564,40,1
40,1,1,3,1,0,0,40,1
41,0,3,1,3,0,0,40,1
44,0,3,2,0,0,0,40,1
48,3,3,1,3,0,0,40,1
50,6,3,3,3,15024,0,45,1
41,0,3,1,4,15024,0,50,1
34,6,3,1,3,0,0,50,1
41,0,3,0,3,7298,0,50,1
48,3,3,3,3,0,0,42,1
37,4,3,0,3,3103,0,44,1
48,6,3,3,3,0,0,40,1
35,3,3,1,3,0,0,45,1
44,6,0,3,1,14084,0,40,1
34,3,3,4,3,0,0,50,1
30,6,3,3,3,0,0,40,1
37,4,3,0,3,0,0,50,1
38,4,3,3,3,0,1887,45,1
40,0,3,1,3,7298,0,45,1
50,2,3,4,3,0,0,40,1
51,4,3,0,3,0,0,40,1
31,1,3,3,4,0,0,40,1
35,2,3,1,4,0,0,40,1
41,1,3,0,3,3103,0,40,1
27,1,3,1,4,0,0,42,1
43,6,3,3,3,0,0,40,1
50,0,3,1,3,0,0,50,1
41,2,3,3,3,0,0,40,1
61,1,3,1,3,9386,0,40,1
30,3,3,1,3,0,0,40,1
39,1,3,3,3,0,1848,47,1
32,3,3,1,3,0,0,38,1
51,3,3,3,3,0,0,35,1
43,3,3,0,3,0,1887,40,1
46,0,3,1,3,0,0,40,1
31,6,0,3,1,0,1564,40,1
32,6,3,3,3,15024,0,50,1
50,6,3,3,3,0,0,40,1
57,5,3,0,3,0,0,44,1
62,6,0,3,1,8614,0,45,1
36,3,3,3,3,0,1887,50,1
39,3,3,3,3,0,0,40,1
38,1,3,2,3,7688,0,40,1
38,1,3,1,3,7298,0,40,1
32,0,3,0,3,5178,0,48,1
45,3,3,0,3,0,0,40,1
31,2,3,0,3,0,0,40,1
30,3,0,1,1,0,0,35,1
41,3,3,3,3,0,0,40,1
45,0,3,0,3,0,0,40,1
58,3,3,1,3,0,0,35,1
34,3,3,1,4,0,0,40,1
31,3,3,3,3,0,0,40,1
40,1,3,0,3,0,1887,40,1
46,1,3,0,4,7298,0,40,1
43,3,3,1,3,7298,0,40,1
61,4,1,0,1,0,0,40,1
61,0,3,0,3,0,0,40,1
53,2,3,1,3,0,0,45,1
41,3,0,3,1,0,0,40,1
33,3,3,3,3,0,0,50,1
54,1,3,1,3,7298,0,50,1
45,2,3,4,3,0,0,50,1
47,3,3,1,3,0,0,45,1
49,0,3,0,3,0,0,40,1
38,3,3,1,3,0,0,40,1
32,3,1,3,1,0,0,50,1
32,1,3,0,3,0,0,50,1
43,6,3,3,3,0,0,50,1
52,5,3,3,3,0,0,50,1
36,2,3,0,3,3103,0,40,1
41,0,3,0,3,0,1485,44,1
47,1,3,3,4,0,0,50,1
37,0,3,0,3,3103,0,45,1
36,0,3,0,3,0,0,44,1
42,1,3,2,3,0,0,40,1
26,1,3,0,3,0,0,40,1
40,3,3,3,3,0,0,40,1
51,2,3,3,3,0,0,45,1
38,0,3,0,3,0,0,40,1
46,3,3,3,4,0,0,40,1
41,3,3,3,4,0,0,40,1
28,3,3,3,3,0,0,40,1
47,3,3,0,3,7688,0,44,1
64,2,3,0,3,0,0,40,1
61,3,3,1,3,0,0,50,1
58,1,3,1,3,0,0,40,1
33,1,3,0,3,0,0,50,1
29,3,3,3,3,0,0,50,1
47,3,3,1,3,0,0,45,1
43,3,3,0,3,0,1887,40,1
55,6,3,3,3,0,0,40,1
49,3,3,3,4,7688,0,35,1
32,0,3,3,3,7688,0,40,1
59,2,3,0,3,0,0,45,1
39,4,3,0,3,0,0,40,1
57,6,3,3,3,0,0,40,1
57,3,3,3,3,0,0,50,1
42,6,3,3,3,0,0,38,1
44,3,1,1,1,0,2258,40,1
60,3,3,3,3,0,0,35,1
41,6,3,3,3,0,0,40,1
41,2,3,3,3,7688,0,50,1
42,6,3,3,3,0,0,40,1
41,6,3,3,3,0,0,38,1
38,6,3,3,3,0,0,40,1
49,6,1,3,2,7430,0,40,1
49,3,3,3,3,0,0,50,1
43,3,3,1,3,0,0,40,1
51,6,3,3,3,15024,0,40,1
24,0,3,0,3,0,0,45,1
44,4,3,1,3,0,0,40,1
44,2,3,1,3,0,0,40,1
36,1,3,3,3,0,0,52,1
41,0,0,0,0,14344,0,48,1
54,6,3,3,3,0,1902,50,1
43,1,3,1,3,0,0,38,1
52,6,3,3,3,0,1902,50,1
40,3,3,1,3,0,0,40,1
56,3,3,3,3,0,0,40,1
37,1,3,1,3,0,0,42,1
40,1,3,0,3,0,0,50,1
32,3,3,3,4,0,0,40,1
29,1,3,3,3,3103,0,40,1
31,0,3,2,3,0,0,41,1
47,3,3,3,4,0,0,40,1
46,3,3,1,3,0,0,40,1
46,1,1,0,2,0,0,40,1
35,3,3,3,4,0,0,40,1
50,0,3,0,3,0,0,40,1
48,6,1,3,1,0,0,40,1
45,6,1,3,1,27828,0,50,1
28,1,3,0,3,0,0,50,1
39,1,3,1,3,3103,0,50,1
57,6,3,3,3,0,0,40,1
35,3,3,1,3,0,0,40,1
40,3,3,1,3,0,0,40,1
30,3,3,1,3,7688,0,50,1
47,0,3,1,3,0,0,45,1
55,1,3,3,3,0,1902,40,1
33,3,3,3,3,0,0,45,1
51,1,3,1,3,0,0,50,1
38,3,3,3,3,0,0,50,1
50,0,3,0,3,0,0,50,1
44,2,3,0,3,0,0,40,1
26,0,3,1,4,0,0,40,1
29,3,3,3,3,7298,0,40,1
37,6,3,3,3,0,0,50,1
26,3,3,1,3,0,0,40,1
23,6,3,3,3,0,1887,50,1
48,0,3,0,3,0,0,40,1
38,2,3,0,3,4386,0,40,1
42,1,3,3,3,0,0,40,1
59,3,3,3,3,0,1977,50,1
50,3,3,3,3,0,0,45,1
29,3,3,3,3,0,1977,45,1
40,2,1,3,1,0,0,40,1
25,1,3,1,4,3103,0,40,1
64,3,3,3,3,0,0,40,1
44,1,3,1,3,0,0,40,1
44,3,3,3,3,0,0,35,1
38,0,3,0,3,15024,0,45,1
51,3,3,1,3,0,2415,40,1
43,1,3,0,3,5178,0,40,1
45,1,3,0,3,0,0,48,1
42,1,3,0,3,0,0,45,1
47,1,3,1,3,7688,0,42,1
35,3,3,0,3,0,0,40,1
40,1,0,0,1,0,0,35,1
52,3,3,1,3,0,0,40,1
36,1,3,0,3,0,0,40,1
44,3,3,1,3,5178,0,40,1
38,3,3,3,4,7688,0,40,1
33,0,3,3,3,0,0,48,1
43,3,3,3,3,0,0,50,1
42,6,3,3,3,0,1902,50,1
41,6,3,3,3,0,0,50,1
68,1,3,1,3,20051,0,40,1
64,3,3,3,3,0,0,40,1
36,0,2,3,2,0,0,40,1
37,1,3,1,3,0,0,40,1
47,5,3,0,3,0,0,40,1
45,1,3,0,3,0,0,40,1
47,6,3,3,3,0,0,37,1
59,2,1,3,1,0,0,50,1
42,3,3,3,3,7688,0,40,1
31,3,3,3,3,0,0,40,1
31,0,3,1,3,0,0,40,1
49,3,3,3,3,0,0,43,1
36,6,3,3,3,0,0,50,1
50,1,3,2,3,0,0,40,1
52,0,3,0,3,0,1977,40,1
54,0,3,1,3,0,0,50,1
47,2,0,4,5,10520,0,45,1
47,6,1,3,2,0,0,50,1
58,4,3,0,3,0,0,40,1
44,2,3,3,3,4386,0,45,1
40,3,3,1,3,0,0,40,1
59,6,1,3,1,0,0,40,1
52,0,3,0,3,0,0,40,1
46,2,3,0,3,0,0,40,1
39,3,1,3,2,0,0,50,1
53,0,3,0,3,0,0,40,1
25,1,3,3,3,0,0,40,1
34,6,3,0,3,0,1848,40,1
36,2,3,1,3,0,0,40,1
34,0,0,1,0,14084,0,35,1
44,3,3,1,3,7688,0,40,1
60,0,3,1,3,0,1977,40,1
38,3,3,1,3,0,0,40,1
27,0,3,0,3,0,0,45,1
48,6,1,3,2,9562,0,40,1
64,3,1,3,2,27828,0,50,1
57,6,3,3,3,0,0,36,1
67,0,4,3,1,15831,0,40,1
41,6,3,3,3,0,0,45,1
59,1,3,3,3,0,1848,45,1
25,3,0,1,0,0,0,40,1
55,6,3,3,3,0,0,50,1
61,6,3,3,3,0,0,40,1
31,6,3,3,4,0,0,40,1
43,0,3,0,4,0,0,42,1
45,1,3,1,3,15024,0,37,1
68,6,4,3,2,0,0,40,1
50,3,3,3,3,0,0,40,1
37,3,3,3,4,0,0,48,1
55,0,3,0,3,0,0,48,1
46,1,3,1,4,0,0,40,1
59,3,3,0,3,15024,0,50,1
36,0,2,3,2,0,0,40,1
50,3,3,3,3,0,1902,50,1
43,1,3,0,3,0,0,40,1
50,2,3,1,3,0,0,50,1
39,3,3,3,3,0,0,50,1
32,3,3,1,3,0,1848,50,1
32,3,3,3,5,0,0,40,1
47,6,1,3,2,0,0,45,1
56,0,3,3,3,0,0,40,1
35,6,3,3,3,0,0,40,1
66,3,3,1,3,20051,0,40,1
49,1,3,0,3,0,0,40,1
40,0,3,0,3,0,0,40,1
61,1,3,1,3,7688,0,40,1
36,0,3,0,3,0,0,45,1
36,0,3,0,3,0,0,40,1
63,3,3,1,3,10605,0,40,1
34,6,0,3,1,0,0,40,1
57,0,3,0,3,0,1887,40,1
27,3,3,1,4,0,0,40,1
45,0,3,3,3,0,0,45,1
33,1,3,0,3,0,0,40,1
46,1,3,3,3,3103,0,40,1
34,2,3,0,3,7688,0,40,1
52,0,3,0,3,0,0,50,1
34,2,3,3,4,0,0,45,1
56,3,3,3,3,0,0,40,1
54,0,3,0,3,0,0,40,1
43,3,3,3,3,0,1977,40,1
37,3,3,3,4,15024,0,40,1
41,2,3,1,3,0,0,40,1
47,0,3,0,3,0,0,40,1
53,3,0,2,1,8614,0,50,1
51,6,3,1,3,0,0,40,1
51,6,3,3,3,7298,0,40,1
42,6,3,3,3,0,0,50,1
51,3,3,1,3,0,0,50,1
45,0,0,0,0,10520,0,48,1
54,6,3,3,3,0,0,40,1
32,3,3,3,5,0,0,40,1
33,6,3,3,3,7688,0,50,1
22,1,3,2,4,0,0,40,1
40,6,0,3,1,0,2444,45,1
44,6,1,3,1,8614,0,35,1
61,5,3,0,3,7298,0,40,1
53,1,3,3,3,15024,0,50,1
41,0,3,0,3,7688,0,42,1
40,3,3,1,3,0,0,40,1
42,3,3,3,3,7298,0,45,1
41,0,3,0,3,5178,0,40,1
54,3,3,3,3,0,0,40,1
35,1,3,1,3,0,0,50,1
57,3,3,3,3,0,1902,40,1
47,2,3,0,3,0,0,48,1
32,6,0,1,1,13550,0,50,1
45,6,3,3,3,0,0,50,1
57,0,3,0,3,0,0,40,1
41,6,3,3,4,0,0,40,1
37,1,3,1,3,0,0,45,1
43,3,3,3,3,0,0,50,1
51,0,3,0,3,0,0,45,1
46,3,3,3,3,0,0,40,1
40,6,3,3,4,0,0,38,1
43,2,3,3,5,0,0,50,1
61,0,1,0,2,0,0,45,1
61,0,1,0,1,0,1564,40,1
44,3,3,1,3,0,0,40,1
28,3,0,3,1,0,0,50,1
38,4,3,0,3,0,0,40,1
41,5,3,0,3,0,0,40,1
31,3,3,1,4,0,0,40,1
41,3,1,3,1,0,0,50,1
42,6,3,1,4,0,1902,40,1
36,6,3,3,3,0,0,45,1
58,0,3,2,3,0,0,40,1
44,2,3,1,3,0,0,45,1
35,2,3,1,3,0,0,40,1
43,3,3,3,3,0,0,40,1
39,6,3,3,3,0,0,45,1
43,0,3,0,3,0,0,42,1
46,6,3,3,3,0,0,40,1
63,1,3,3,3,0,0,35,1
35,3,3,3,3,0,0,40,1
32,0,3,0,3,0,0,50,1
37,1,3,3,3,3103,0,50,1
39,1,3,3,4,0,0,35,1
51,3,3,1,3,0,0,50,1
50,3,3,3,3,0,0,40,1
29,0,3,3,3,0,0,40,1
28,1,3,0,3,0,0,50,1
35,0,3,3,3,0,0,40,1
58,4,3,0,3,0,0,40,1
49,1,3,3,3,0,0,46,1
39,6,3,3,3,0,0,48,1
44,6,3,3,3,0,0,36,1
64,0,4,1,1,0,0,35,1
50,3,3,2,3,0,0,44,1
42,0,3,0,3,5178,0,40,1
47,2,3,1,3,5178,0,50,1
37,6,3,3,4,0,0,45,1
46,2,3,0,3,0,0,40,1
61,1,3,3,3,0,0,40,1
43,1,3,1,3,0,0,43,1
53,0,4,0,2,0,0,40,1
40,3,3,1,3,0,0,50,1
36,6,3,3,3,0,0,40,1
41,3,3,3,3,0,0,45,1
31,2,3,0,3,0,0,40,1
37,0,3,0,3,0,0,40,1
48,5,3,0,3,0,0,40,1
58,6,3,3,3,0,0,50,1
47,3,0,3,1,10520,0,45,1
41,1,3,1,3,0,0,50,1
49,0,3,0,3,7688,0,45,1
54,0,3,1,3,0,0,40,1
43,6,3,3,4,0,1977,50,1
34,6,3,3,4,7688,0,35,1
53,0,3,1,4,7688,0,35,1
60,1,3,2,3,0,0,40,1
42,1,1,1,1,0,0,50,1
33,6,3,3,4,0,0,50,1
54,1,3,0,3,0,0,40,1
47,3,3,3,4,0,0,40,1
38,3,3,3,4,0,0,40,1
60,2,3,3,3,7688,0,40,1
55,6,3,3,3,0,1977,50,1
53,0,3,0,3,0,0,40,1
59,3,3,0,3,0,0,48,1
42,1,3,3,3,15024,0,40,1
44,1,3,1,3,0,1902,40,1
51,6,3,3,3,0,0,40,1
36,6,3,3,3,0,0,40,1
53,0,3,0,3,0,0,40,1
30,3,3,1,3,0,0,40,1
25,2,0,3,1,0,0,50,1
55,1,3,1,3,0,0,40,1
28,0,3,1,3,0,0,40,1
38,2,3,3,3,0,0,45,1
34,1,3,0,3,0,0,48,1
51,6,3,1,3,0,0,40,1
55,3,3,3,3,0,0,50,1
40,2,3,3,3,0,0,40,1
36,0,3,0,3,3103,0,40,1
54,3,3,3,4,0,1977,35,1
47,6,1,3,2,0,0,40,1
34,0,1,1,1,0,0,48,1
31,1,3,3,3,0,0,40,1
46,3,3,1,3,0,1902,40,1
44,3,3,3,3,0,0,45,1
52,3,3,1,3,7688,0,40,1
36,3,0,3,0,0,0,35,1
37,1,3,1,3,0,0,48,1
63,2,1,3,1,0,0,40,1
39,3,3,0,3,0,1977,45,1
50,1,3,3,3,0,0,50,1
30,3,3,3,3,7688,0,50,1
50,3,3,3,3,7298,0,50,1
70,6,0,3,2,7896,0,50,1
46,6,3,3,4,0,1902,52,1
54,3,3,3,3,0,0,40,1
40,0,3,0,3,15024,0,45,1
40,2,3,3,3,0,0,40,1
28,0,3,0,3,0,0,50,1
42,3,3,3,3,0,0,45,1
31,1,3,1,4,0,0,40,1
41,1,3,4,3,0,0,40,1
64,0,1,0,1,0,0,40,1
27,4,3,0,3,0,1902,40,1
27,2,3,1,3,0,0,40,1
41,6,0,0,1,0,0,40,1
39,2,3,3,3,15024,0,50,1
42,3,3,3,3,0,0,50,1
31,0,3,2,3,0,0,40,1
47,0,3,0,3,0,0,40,1
47,6,3,3,3,0,0,40,1
34,0,3,0,3,0,0,40,1
48,0,3,4,3,0,0,40,1
60,5,3,0,3,0,0,40,1
43,0,3,0,3,0,0,42,1
53,6,1,3,1,14084,0,50,1
45,2,3,4,3,0,0,50,1
79,6,3,3,3,20051,0,35,1
42,2,3,2,3,0,0,40,1
59,0,3,0,3,0,0,40,1
48,1,3,0,3,0,0,50,1
59,0,3,0,3,0,0,40,1
47,3,3,3,3,7298,0,40,1
42,3,3,3,3,0,0,40,1
34,6,3,3,3,0,0,45,1
32,3,3,1,3,15024,0,50,1
42,6,3,3,3,0,0,50,1
38,2,3,3,3,0,0,50,1
45,3,3,3,3,0,0,40,1
33,3,3,3,3,0,0,40,1
43,6,3,3,3,0,0,45,1
39,3,3,3,3,15024,0,50,1
39,6,3,3,3,0,0,50,1
27,3,0,1,1,27828,0,40,1
32,3,3,1,3,0,0,42,1
52,0,3,0,3,0,0,40,1
46,0,1,0,1,14344,0,40,1
68,0,3,0,3,0,0,40,1
34,3,3,3,4,0,0,46,1
53,1,3,0,3,0,0,47,1
54,0,3,3,3,5178,0,40,1
53,0,3,3,3,0,0,42,1
63,3,3,4,3,0,0,40,1
43,1,3,3,3,0,0,48,1
34,6,3,3,3,0,0,40,1
43,0,1,0,1,0,0,40,1
27,4,3,1,3,0,0,40,1
46,1,3,3,3,0,1902,50,1
51,1,3,3,3,0,0,45,1
38,1,3,0,3,0,0,40,1
46,1,3,3,3,3103,0,40,1
56,0,3,3,4,0,0,40,1
38,1,3,3,3,0,0,44,1
61,6,3,3,3,0,0,45,1
36,6,3,3,3,0,0,40,1
30,1,3,3,3,7688,0,40,1
40,0,3,0,3,15024,0,45,1
45,0,3,1,3,0,0,40,1
28,3,3,3,3,5178,0,40,1
55,6,3,3,3,0,1977,40,1
53,0,3,0,3,0,0,40,1
38,0,3,0,3,0,0,40,1
45,6,3,3,3,0,0,40,1
39,0,3,3,3,0,1977,40,1
50,1,3,0,3,0,0,40,1
41,3,3,3,4,0,0,50,1
37,1,3,0,3,0,0,40,1
54,1,3,3,3,0,0,44,1
43,6,3,3,3,0,0,50,1
41,0,3,1,3,0,1848,45,1
28,1,3,0,3,0,0,40,1
56,2,3,0,3,0,0,48,1
57,5,3,0,3,3103,0,40,1
26,3,3,2,3,0,0,45,1
33,6,3,3,3,0,0,45,1
32,2,3,1,3,0,0,45,1
32,3,0,3,1,0,0,50,1
48,6,3,3,4,0,0,40,1
36,1,3,0,3,7298,0,45,1
30,0,3,3,3,5178,0,40,1
49,1,1,3,1,14084,0,44,1
46,6,3,3,3,0,0,50,1
47,1,3,3,4,0,0,50,1
39,2,3,2,3,0,0,48,1
42,0,3,0,3,5178,0,40,1
55,1,3,3,3,0,0,40,1
54,3,3,0,3,0,0,40,1
59,1,3,0,3,0,0,40,1
28,3,3,1,3,0,0,40,1
29,1,0,2,1,0,0,40,1
51,1,3,3,3,0,0,40,1
41,0,3,1,3,5178,0,40,1
32,6,3,3,3,0,0,40,1
47,6,1,3,2,0,0,40,1
30,2,3,0,3,0,0,40,1
27,0,3,0,3,0,0,40,1
39,3,3,3,3,15024,0,50,1
34,3,3,1,3,0,0,47,1
47,0,1,3,5,14084,0,38,1
33,2,3,1,3,0,0,40,1
60,3,3,1,3,0,0,46,1
37,1,3,0,3,0,0,50,1
31,3,3,3,3,7298,0,50,1
41,0,3,3,3,0,0,40,1
58,0,3,3,3,0,0,40,1
34,2,3,1,3,0,0,38,1
41,2,3,1,3,0,0,40,1
49,6,3,3,3,0,0,45,1
54,0,3,0,3,0,0,40,1
42,1,3,0,3,0,0,40,1
28,4,3,0,3,7688,0,40,1
41,3,3,3,3,0,0,45,1
34,0,3,0,3,7688,0,40,1
40,2,0,1,2,4687,0,50,1
60,3,3,3,3,0,0,50,1
63,6,3,3,3,15024,0,50,1
58,6,3,3,3,0,0,40,1
67,3,3,1,3,0,2174,40,1
43,3,0,3,1,0,0,40,1
44,2,3,1,3,0,0,45,1
42,2,1,3,2,0,0,40,1
47,3,3,1,3,0,0,40,1
46,6,3,3,5,15024,0,40,1
50,3,3,1,3,0,0,40,1
57,3,3,3,3,0,0,40,1
40,1,3,1,3,0,0,50,1
34,2,3,3,4,0,0,36,1
38,3,1,3,2,15020,0,45,1
46,2,3,1,3,0,1977,50,1
37,1,3,1,3,0,0,48,1
43,1,3,1,3,0,0,40,1
42,6,3,3,3,0,0,45,1
50,0,3,1,4,0,0,40,1
46,2,3,1,3,0,0,40,1
37,0,3,1,3,0,0,40,1
68,3,3,1,3,0,0,40,1
40,3,3,1,3,0,1977,40,1
42,1,3,0,3,0,0,40,1
38,6,3,3,3,0,0,45,1
32,3,3,3,3,0,0,45,1
40,2,0,3,1,0,0,40,1
59,2,3,3,3,0,0,40,1
55,4,3,1,3,7688,0,50,1
39,0,3,0,4,0,0,40,1
40,3,1,1,1,8614,0,40,1
45,0,3,0,3,0,0,50,1
48,3,3,3,3,0,0,50,1
41,3,3,3,3,0,0,40,1
25,2,0,3,1,0,0,50,1
50,1,3,1,3,0,0,40,1
34,1,3,3,3,0,0,50,1
51,0,3,0,3,7298,0,50,1
39,6,0,3,1,0,0,40,1
45,3,3,3,3,0,0,45,1
36,6,0,3,1,0,0,40,1
55,0,1,0,1,4787,0,40,1
51,0,3,0,3,7688,0,40,1
39,1,3,0,3,0,0,43,1
27,3,0,3,1,13550,0,40,1
57,0,3,0,3,0,0,50,1
41,3,3,3,3,0,0,38,1
39,1,3,3,3,0,1902,50,1
41,3,3,3,3,0,0,45,1
57,0,3,0,3,0,0,40,1
29,3,3,3,3,0,0,40,1
31,3,3,3,3,0,0,40,1
25,3,3,3,4,0,1887,40,1
35,2,3,3,3,0,0,40,1
55,3,3,1,3,7688,0,38,1
50,6,3,1,4,0,0,40,1
35,0,3,0,3,7298,0,40,1
48,3,3,3,3,0,0,45,1
37,3,3,1,3,0,0,50,1
64,0,4,1,1,8614,0,50,1
39,6,3,3,3,7298,0,40,1
41,3,3,3,3,7688,0,40,1
31,3,1,3,1,0,0,50,1
36,0,3,0,3,0,0,40,1
56,6,3,3,3,0,0,40,1
31,3,3,2,3,0,0,38,1
34,3,3,3,3,0,0,45,1
48,6,3,3,4,0,1902,38,1
46,0,3,0,3,0,0,50,1
48,1,3,3,3,0,0,40,1
37,2,3,1,5,5178,0,38,1
41,3,3,4,3,0,0,45,1
43,1,3,3,3,0,0,40,1
55,0,3,1,3,0,0,46,1
51,0,3,1,3,7688,0,40,1
31,0,3,1,3,0,0,45,1
56,0,1,0,1,0,0,50,1
34,6,3,3,3,0,0,45,1
37,3,3,1,3,0,0,50,1
43,0,3,0,3,0,0,40,1
25,3,3,1,3,0,0,45,1
26,3,3,2,3,0,0,45,1
38,5,3,1,3,0,0,35,1
44,0,3,0,3,0,0,40,1
45,2,3,0,3,0,0,45,1
57,3,3,3,3,0,1902,40,1
53,6,3,3,3,7688,0,35,1
33,6,3,3,3,0,0,50,1
50,0,3,2,3,0,0,38,1
35,6,3,3,3,0,0,50,1
26,2,3,1,3,3103,0,45,1
53,0,3,0,3,0,0,40,1
42,3,3,3,3,15024,0,45,1
34,3,3,1,3,0,0,50,1
42,1,3,0,4,0,0,48,1
48,1,3,2,3,0,0,40,1
53,6,1,3,1,10520,0,40,1
31,0,3,1,3,0,0,50,1
26,2,0,1,1,14344,0,40,1
43,1,3,3,3,0,0,40,1
52,2,3,2,3,0,0,40,1
50,0,3,3,3,0,0,50,1
39,0,3,0,3,0,0,40,1
35,3,3,1,3,0,1887,40,1
39,1,3,0,3,0,0,52,1
34,1,3,0,3,0,0,40,1
31,0,3,0,4,4386,0,40,1
45,3,0,3,1,0,0,40,1
37,6,3,1,3,0,0,45,1
25,3,0,3,1,0,2444,40,1
36,0,3,0,3,3103,0,40,1
38,3,3,1,3,0,0,40,1
46,3,3,2,3,0,0,40,1
43,3,3,1,3,7298,0,40,1
44,6,3,3,3,7298,0,40,1
48,3,3,3,3,0,0,40,1
43,1,3,1,3,7298,0,40,1
42,2,3,3,3,0,0,40,1
35,3,3,1,3,0,0,40,1
33,3,3,2,3,7688,0,38,1
46,3,3,3,3,0,0,50,1
57,6,3,3,3,0,0,40,1
61,6,3,1,3,0,0,40,1
34,6,3,3,3,7298,0,35,1
57,0,3,0,3,0,1887,40,1
36,3,3,3,3,0,0,35,1
65,1,3,0,3,6514,0,40,1
45,3,3,3,3,0,0,40,1
40,3,3,3,3,0,0,40,1
43,3,3,3,3,15024,0,40,1
27,0,3,1,3,4386,0,40,1
30,6,1,3,1,10520,0,50,1
30,1,3,3,3,0,0,36,1
44,0,3,1,4,0,0,40,1
40,1,3,1,4,0,0,40,1
53,3,3,3,3,0,1902,40,1
54,0,1,1,1,0,0,42,1
42,1,3,1,3,0,1887,40,1
64,1,3,3,3,15024,0,50,1
45,6,0,0,1,0,0,50,1
47,1,3,1,3,0,0,40,1
57,1,3,0,3,0,0,40,1
45,0,3,1,3,0,0,40,1
