,Nitrogen,Phosphorus,Kalium,Temperature,Crop,Crop(ID),Soil_Type,Soil_Type(ID)
15063,55.2,51.16,16.8,20.37,Rice,Beras,Clay,Lempung
15064,10.31,35.6,70.69,38.06,Rice,Beras,Peaty,Gambut
15065,147.6,86.94,61.94,30.02,Rice,Beras,Sandy,Berpasir
15066,11.09,5.18,58.26,32.45,Rice,Beras,Loamy,Lempung Berpasir
15067,127.75,65.99,15.77,35.38,Rice,Beras,Peaty,Gambut
15068,131.62,6.38,67.45,34.03,Rice,Beras,Peaty,Gambut
15069,32.35,62.84,34.94,38.05,Rice,Beras,Peaty,Gambut
15070,134.06,75.89,36.36,27.15,Rice,Beras,Peaty,Gambut
15071,63.02,13.13,43.26,15.65,Rice,Beras,Sandy,Berpasir
15072,37.44,83.51,17.2,18.05,Rice,Beras,Clay,Lempung
15073,54.92,78.17,93.7,43.45,Rice,Beras,Loamy,Lempung Berpasir
15074,40.08,17.69,11.78,12.1,Rice,Beras,Peaty,Gambut
15075,104.72,24.57,25.82,17.65,Rice,Beras,Sandy,Berpasir
15076,99.73,42.52,84.87,22.29,Rice,Beras,Loamy,Lempung Berpasir
15077,125.98,51.25,97.65,20.57,Rice,Beras,Clay,Lempung
15078,66.5,77.94,42.95,16.47,Rice,Beras,Loamy,Lempung Berpasir
15079,149.43,10.65,27.34,27.46,Rice,Beras,Silt,Endapan
15080,84.0,64.22,79.52,28.87,Rice,Beras,Loamy,Lempung Berpasir
15081,45.31,87.73,31.71,22.25,Rice,Beras,Silt,Endapan
15082,143.13,24.4,73.57,37.56,Rice,Beras,Clay,Lempung
15083,104.41,36.33,89.52,19.54,Rice,Beras,Clay,Lempung
15084,32.21,84.7,73.67,29.7,Rice,Beras,Sandy,Berpasir
15085,72.15,62.29,85.94,12.92,Rice,Beras,Saline,Asin
15086,103.23,15.47,92.16,28.47,Rice,Beras,Peaty,Gambut
15087,117.76,20.81,46.54,28.89,Rice,Beras,Saline,Asin
15088,51.49,18.54,40.89,15.83,Rice,Beras,Peaty,Gambut
15089,126.2,49.08,31.59,42.37,Rice,Beras,Saline,Asin
15090,38.58,12.81,61.01,29.11,Rice,Beras,Silt,Endapan
15091,104.72,78.02,56.42,32.02,Rice,Beras,Sandy,Berpasir
15092,112.67,48.3,41.68,27.16,Rice,Beras,Clay,Lempung
15093,109.76,10.2,14.47,19.57,Rice,Beras,Saline,Asin
15094,98.61,51.86,75.75,29.67,Rice,Beras,Sandy,Berpasir
15095,55.69,85.17,51.5,42.17,Rice,Beras,Silt,Endapan
15096,131.12,19.41,98.58,30.37,Rice,Beras,Saline,Asin
15097,51.19,24.08,64.18,36.84,Rice,Beras,Clay,Lempung
15098,50.05,45.48,97.76,17.34,Rice,Beras,Loamy,Lempung Berpasir
15099,102.2,28.33,75.56,22.11,Rice,Beras,Peaty,Gambut
15100,106.88,89.54,49.0,13.22,Rice,Beras,Peaty,Gambut
15101,33.15,51.99,32.68,21.58,Rice,Beras,Clay,Lempung
15102,60.93,26.32,90.28,30.4,Rice,Beras,Peaty,Gambut
15103,71.25,5.94,58.14,41.26,Rice,Beras,Sandy,Berpasir
15104,67.83,88.3,99.28,30.55,Rice,Beras,Saline,Asin
15105,19.62,72.55,36.49,43.73,Rice,Beras,Saline,Asin
15106,71.29,82.1,34.56,14.16,Rice,Beras,Silt,Endapan
15107,123.0,44.7,47.7,14.51,Rice,Beras,Sandy,Berpasir
15108,116.91,49.44,24.61,30.64,Rice,Beras,Clay,Lempung
15109,15.0,81.9,92.99,35.11,Rice,Beras,Peaty,Gambut
15110,113.15,61.6,65.0,15.64,Rice,Beras,Sandy,Berpasir
15111,30.92,47.83,30.7,22.34,Rice,Beras,Sandy,Berpasir
15112,141.86,47.19,37.05,23.22,Rice,Beras,Saline,Asin
15113,84.12,87.46,16.87,19.49,Rice,Beras,Saline,Asin
15114,124.17,26.31,28.81,32.85,Rice,Beras,Clay,Lempung
15115,42.16,78.17,69.92,33.81,Rice,Beras,Clay,Lempung
15116,12.12,22.7,63.88,31.73,Rice,Beras,Sandy,Berpasir
15117,142.64,65.57,19.65,14.13,Rice,Beras,Loamy,Lempung Berpasir
15118,26.02,9.89,29.15,11.03,Rice,Beras,Peaty,Gambut
15119,90.5,14.24,48.96,10.75,Rice,Beras,Clay,Lempung
15120,126.02,11.66,82.03,41.05,Rice,Beras,Sandy,Berpasir
15121,12.57,33.63,79.65,12.23,Rice,Beras,Silt,Endapan
15122,24.69,15.43,39.61,39.71,Rice,Beras,Saline,Asin
15123,99.35,5.98,83.15,36.44,Rice,Beras,Sandy,Berpasir
15124,54.94,59.82,44.2,26.81,Rice,Beras,Loamy,Lempung Berpasir
15125,14.3,85.81,18.52,43.85,Rice,Beras,Peaty,Gambut
15126,5.06,76.2,74.45,18.41,Rice,Beras,Sandy,Berpasir
15127,40.04,12.79,33.72,28.91,Rice,Beras,Peaty,Gambut
15128,86.63,18.52,44.1,25.48,Rice,Beras,Clay,Lempung
15129,131.56,9.51,92.65,44.32,Rice,Beras,Loamy,Lempung Berpasir
15130,81.28,58.75,43.85,23.0,Rice,Beras,Clay,Lempung
15131,96.73,56.41,96.04,10.07,Rice,Beras,Silt,Endapan
15132,97.49,30.18,18.0,38.42,Rice,Beras,Sandy,Berpasir
15133,26.58,53.53,50.13,14.73,Rice,Beras,Peaty,Gambut
15134,56.08,58.29,79.19,35.6,Rice,Beras,Silt,Endapan
15135,141.82,76.0,71.93,31.93,Rice,Beras,Peaty,Gambut
15136,137.27,81.95,61.41,27.91,Rice,Beras,Sandy,Berpasir
15137,134.17,40.38,27.78,25.92,Rice,Beras,Peaty,Gambut
15138,105.82,67.85,47.2,32.37,Rice,Beras,Sandy,Berpasir
15139,141.79,59.26,48.31,33.7,Rice,Beras,Saline,Asin
15140,130.57,81.99,49.49,37.74,Rice,Beras,Peaty,Gambut
15141,86.84,64.26,46.79,16.37,Rice,Beras,Peaty,Gambut
15142,15.68,20.5,57.21,35.35,Rice,Beras,Silt,Endapan
15143,79.74,54.36,67.06,39.68,Rice,Beras,Loamy,Lempung Berpasir
15144,111.25,11.52,46.49,38.79,Rice,Beras,Clay,Lempung
15145,96.98,12.37,47.63,24.38,Rice,Beras,Loamy,Lempung Berpasir
15146,65.77,33.0,60.78,10.8,Rice,Beras,Saline,Asin
15147,107.26,16.03,50.43,34.23,Rice,Beras,Saline,Asin
15148,82.54,71.2,88.01,39.34,Rice,Beras,Silt,Endapan
15149,105.64,66.76,76.41,23.59,Rice,Beras,Sandy,Berpasir
15150,142.65,20.63,93.97,33.27,Rice,Beras,Loamy,Lempung Berpasir
15151,120.23,70.91,99.72,44.81,Rice,Beras,Peaty,Gambut
15152,121.63,56.56,73.09,25.97,Rice,Beras,Sandy,Berpasir
15153,14.79,57.62,90.76,15.18,Rice,Beras,Saline,Asin
15154,40.86,41.49,59.52,29.68,Rice,Beras,Saline,Asin
15155,49.12,75.58,17.25,33.69,Rice,Beras,Peaty,Gambut
15156,16.31,31.14,98.55,20.61,Rice,Beras,Loamy,Lempung Berpasir
15157,132.0,11.84,96.51,32.65,Rice,Beras,Sandy,Berpasir
15158,102.03,29.61,59.27,37.21,Rice,Beras,Clay,Lempung
15159,17.07,6.08,84.58,10.98,Rice,Beras,Saline,Asin
15160,32.87,18.96,53.05,44.62,Rice,Beras,Peaty,Gambut
15161,48.35,20.81,94.46,11.87,Rice,Beras,Loamy,Lempung Berpasir
15162,75.56,17.53,29.68,41.51,Rice,Beras,Loamy,Lempung Berpasir
15163,17.47,16.4,52.5,18.01,Rice,Beras,Silt,Endapan
15164,85.57,14.59,36.45,39.58,Rice,Beras,Sandy,Berpasir
15165,61.49,75.06,92.67,11.54,Rice,Beras,Peaty,Gambut
15166,69.56,81.85,11.08,35.5,Rice,Beras,Loamy,Lempung Berpasir
15167,80.49,36.49,70.79,32.8,Rice,Beras,Sandy,Berpasir
15168,15.91,83.07,55.59,21.35,Rice,Beras,Loamy,Lempung Berpasir
15169,44.98,41.25,16.37,35.32,Rice,Beras,Saline,Asin
15170,86.62,39.47,90.49,16.54,Rice,Beras,Silt,Endapan
15171,58.55,6.66,56.74,26.65,Rice,Beras,Loamy,Lempung Berpasir
15172,66.27,18.8,56.22,43.19,Rice,Beras,Silt,Endapan
15173,98.61,44.0,29.8,21.3,Rice,Beras,Clay,Lempung
15174,135.11,54.97,81.14,32.76,Rice,Beras,Saline,Asin
15175,52.16,40.14,34.07,15.48,Rice,Beras,Saline,Asin
15176,6.96,17.85,47.56,37.81,Rice,Beras,Sandy,Berpasir
15177,132.12,17.54,32.29,42.52,Rice,Beras,Peaty,Gambut
15178,126.24,84.84,26.6,19.72,Rice,Beras,Peaty,Gambut
15179,59.91,75.9,36.94,23.25,Rice,Beras,Clay,Lempung
15180,41.73,35.15,46.28,32.76,Rice,Beras,Sandy,Berpasir
15181,53.27,16.32,68.37,14.1,Rice,Beras,Loamy,Lempung Berpasir
15182,14.42,51.03,12.84,12.48,Rice,Beras,Silt,Endapan
15183,50.47,59.12,48.56,20.58,Rice,Beras,Clay,Lempung
15184,27.53,58.83,53.08,14.88,Rice,Beras,Peaty,Gambut
15185,60.57,60.05,32.21,39.21,Rice,Beras,Clay,Lempung
15186,8.58,52.62,16.89,20.9,Rice,Beras,Sandy,Berpasir
15187,58.55,12.98,17.39,39.91,Rice,Beras,Sandy,Berpasir
15188,75.48,24.28,75.91,19.55,Rice,Beras,Loamy,Lempung Berpasir
15189,84.86,32.72,11.04,13.77,Rice,Beras,Saline,Asin
15190,51.63,82.55,14.87,25.65,Rice,Beras,Loamy,Lempung Berpasir
15191,112.13,74.33,58.64,37.4,Rice,Beras,Peaty,Gambut
15192,54.94,56.26,19.98,22.05,Rice,Beras,Sandy,Berpasir
15193,104.92,48.62,20.54,15.39,Rice,Beras,Peaty,Gambut
15194,43.47,24.15,68.07,29.31,Rice,Beras,Silt,Endapan
15195,89.86,63.7,75.62,39.59,Rice,Beras,Silt,Endapan
15196,52.27,51.61,44.54,17.6,Rice,Beras,Sandy,Berpasir
15197,81.81,60.21,26.41,37.23,Rice,Beras,Peaty,Gambut
15198,84.16,63.24,89.17,42.61,Rice,Beras,Peaty,Gambut
15199,130.27,55.13,20.09,25.95,Rice,Beras,Loamy,Lempung Berpasir
15200,97.92,57.61,23.17,27.61,Rice,Beras,Sandy,Berpasir
15201,64.6,50.52,45.0,37.7,Rice,Beras,Sandy,Berpasir
15202,109.72,30.05,12.43,42.07,Rice,Beras,Clay,Lempung
15203,17.49,87.91,28.33,28.01,Rice,Beras,Peaty,Gambut
15204,18.09,58.43,14.38,13.21,Rice,Beras,Loamy,Lempung Berpasir
15205,118.69,42.13,57.94,37.95,Rice,Beras,Peaty,Gambut
15206,142.3,76.36,89.85,11.14,Rice,Beras,Peaty,Gambut
15207,64.04,50.62,62.51,27.99,Rice,Beras,Peaty,Gambut
15208,77.88,43.02,68.88,36.86,Rice,Beras,Sandy,Berpasir
15209,34.16,31.08,96.18,35.3,Rice,Beras,Clay,Lempung
15210,25.86,73.56,71.82,25.27,Rice,Beras,Peaty,Gambut
15211,123.52,8.9,28.32,29.8,Rice,Beras,Sandy,Berpasir
15212,10.89,68.46,89.12,28.47,Rice,Beras,Peaty,Gambut
15213,130.35,29.3,31.15,38.58,Rice,Beras,Saline,Asin
15214,100.74,64.43,66.24,28.79,Rice,Beras,Sandy,Berpasir
15215,113.24,36.86,88.69,21.38,Rice,Beras,Silt,Endapan
15216,109.16,49.51,97.47,21.02,Rice,Beras,Saline,Asin
15217,97.01,42.24,17.14,44.76,Rice,Beras,Sandy,Berpasir
15218,51.56,81.64,46.17,12.55,Rice,Beras,Sandy,Berpasir
15219,15.64,26.28,47.45,23.68,Rice,Beras,Saline,Asin
15220,120.94,35.94,63.99,34.17,Rice,Beras,Sandy,Berpasir
15221,136.33,78.18,68.58,33.97,Rice,Beras,Loamy,Lempung Berpasir
15222,149.71,45.88,50.95,10.15,Rice,Beras,Sandy,Berpasir
15223,38.83,58.58,98.12,19.08,Rice,Beras,Peaty,Gambut
15224,64.45,46.19,29.51,32.19,Rice,Beras,Silt,Endapan
15225,105.47,68.55,77.05,36.3,Rice,Beras,Saline,Asin
15226,99.57,84.16,63.13,11.7,Rice,Beras,Peaty,Gambut
15227,82.34,51.61,64.31,21.05,Rice,Beras,Clay,Lempung
15228,39.27,17.92,46.1,23.59,Rice,Beras,Silt,Endapan
15229,120.57,45.21,44.32,16.66,Rice,Beras,Loamy,Lempung Berpasir
15230,42.12,50.63,31.55,33.98,Rice,Beras,Clay,Lempung
15231,57.8,5.31,89.18,14.49,Rice,Beras,Loamy,Lempung Berpasir
15232,69.74,54.81,30.99,14.17,Rice,Beras,Clay,Lempung
15233,49.98,20.64,82.57,18.04,Rice,Beras,Clay,Lempung
15234,94.96,76.9,72.67,38.06,Rice,Beras,Saline,Asin
15235,114.97,28.39,40.61,14.35,Rice,Beras,Saline,Asin
15236,80.13,84.36,88.23,33.64,Rice,Beras,Clay,Lempung
15237,133.29,19.21,75.82,20.86,Rice,Beras,Loamy,Lempung Berpasir
15238,16.76,21.93,98.53,20.81,Rice,Beras,Sandy,Berpasir
15239,30.13,45.32,25.96,41.55,Rice,Beras,Sandy,Berpasir
15240,84.91,31.89,64.29,33.79,Rice,Beras,Clay,Lempung
15241,33.7,73.06,55.36,10.95,Rice,Beras,Clay,Lempung
15242,120.37,8.75,33.53,12.53,Rice,Beras,Peaty,Gambut
15243,74.59,14.21,54.28,10.0,Rice,Beras,Sandy,Berpasir
15244,55.74,80.16,25.41,29.93,Rice,Beras,Saline,Asin
15245,15.03,66.01,88.64,13.51,Rice,Beras,Peaty,Gambut
15246,82.7,74.69,14.02,24.6,Rice,Beras,Loamy,Lempung Berpasir
15247,98.5,17.67,36.84,34.53,Rice,Beras,Saline,Asin
15248,120.11,67.79,17.13,17.2,Rice,Beras,Loamy,Lempung Berpasir
15249,148.93,56.08,82.42,10.52,Rice,Beras,Peaty,Gambut
15250,103.56,88.46,41.31,27.91,Rice,Beras,Sandy,Berpasir
15251,126.71,50.06,31.78,36.64,Rice,Beras,Clay,Lempung
15252,110.99,8.94,39.95,28.29,Rice,Beras,Saline,Asin
15253,110.21,37.08,59.34,22.5,Rice,Beras,Peaty,Gambut
15254,101.99,63.93,98.72,31.89,Rice,Beras,Silt,Endapan
15255,81.63,51.21,91.57,19.5,Rice,Beras,Sandy,Berpasir
15256,5.18,16.66,85.71,39.93,Rice,Beras,Silt,Endapan
15257,53.45,44.57,84.63,10.55,Rice,Beras,Saline,Asin
15258,54.14,67.81,13.63,21.64,Rice,Beras,Clay,Lempung
15259,112.31,9.64,44.11,28.34,Rice,Beras,Saline,Asin
15260,128.92,63.4,29.77,32.32,Rice,Beras,Silt,Endapan
15261,54.54,76.18,83.15,27.2,Rice,Beras,Loamy,Lempung Berpasir
15262,55.21,22.2,40.05,39.48,Rice,Beras,Saline,Asin
15263,112.05,36.67,32.73,28.28,Rice,Beras,Sandy,Berpasir
15264,55.8,43.07,68.13,25.91,Rice,Beras,Clay,Lempung
15265,41.9,67.94,35.0,31.02,Rice,Beras,Loamy,Lempung Berpasir
15266,69.21,11.24,23.29,33.38,Rice,Beras,Clay,Lempung
15267,104.03,59.6,55.23,27.03,Rice,Beras,Silt,Endapan
15268,48.72,15.53,92.08,29.43,Rice,Beras,Clay,Lempung
15269,149.69,30.41,60.06,30.05,Rice,Beras,Clay,Lempung
15270,146.38,13.23,97.09,30.69,Rice,Beras,Silt,Endapan
15271,61.38,41.96,40.51,39.12,Rice,Beras,Sandy,Berpasir
15272,94.68,15.92,53.93,22.18,Rice,Beras,Saline,Asin
15273,15.46,87.92,47.66,39.47,Rice,Beras,Silt,Endapan
15274,85.18,81.9,56.64,26.58,Rice,Beras,Silt,Endapan
15275,51.76,70.4,65.41,37.31,Rice,Beras,Silt,Endapan
15276,93.65,7.42,35.67,34.81,Rice,Beras,Loamy,Lempung Berpasir
15277,32.11,87.36,29.45,13.55,Rice,Beras,Silt,Endapan
15278,62.9,49.2,62.47,22.0,Rice,Beras,Loamy,Lempung Berpasir
15279,116.36,83.27,87.73,43.14,Rice,Beras,Saline,Asin
15280,9.64,86.86,94.09,37.51,Rice,Beras,Loamy,Lempung Berpasir
15281,21.73,69.22,26.0,14.96,Rice,Beras,Saline,Asin
15282,135.06,70.05,93.21,21.05,Rice,Beras,Saline,Asin
15283,5.09,43.42,42.29,37.78,Rice,Beras,Silt,Endapan
15284,30.73,73.41,15.05,34.71,Rice,Beras,Loamy,Lempung Berpasir
15285,82.82,37.29,88.82,28.51,Rice,Beras,Saline,Asin
15286,63.24,16.74,42.2,17.65,Rice,Beras,Silt,Endapan
15287,59.63,41.46,59.76,40.53,Rice,Beras,Silt,Endapan
15288,31.04,60.88,32.53,11.49,Rice,Beras,Sandy,Berpasir
15289,14.06,69.84,64.05,21.78,Rice,Beras,Loamy,Lempung Berpasir
15290,47.88,6.31,99.54,32.3,Rice,Beras,Loamy,Lempung Berpasir
15291,140.14,71.52,52.09,20.06,Rice,Beras,Saline,Asin
15292,123.98,21.81,37.05,11.4,Rice,Beras,Silt,Endapan
15293,100.2,34.93,42.02,23.01,Rice,Beras,Saline,Asin
15294,60.46,26.97,19.5,30.28,Rice,Beras,Peaty,Gambut
15295,57.55,64.65,18.02,30.63,Rice,Beras,Loamy,Lempung Berpasir
15296,93.88,44.38,62.87,29.85,Rice,Beras,Silt,Endapan
15297,128.57,82.84,88.29,40.53,Rice,Beras,Clay,Lempung
15298,130.88,57.7,12.57,20.5,Rice,Beras,Silt,Endapan
15299,126.27,57.87,18.21,36.06,Rice,Beras,Clay,Lempung
15300,56.31,31.92,97.76,14.78,Rice,Beras,Clay,Lempung
15301,108.75,22.41,94.3,16.03,Rice,Beras,Loamy,Lempung Berpasir
15302,41.71,28.96,99.62,19.8,Rice,Beras,Clay,Lempung
15303,27.76,53.95,73.64,20.7,Rice,Beras,Sandy,Berpasir
15304,54.52,20.82,88.44,31.02,Rice,Beras,Saline,Asin
15305,119.45,27.41,54.2,26.15,Rice,Beras,Saline,Asin
15306,128.23,44.25,11.8,33.97,Rice,Beras,Peaty,Gambut
15307,59.68,66.44,24.98,20.61,Rice,Beras,Silt,Endapan
15308,12.32,54.93,85.88,20.44,Rice,Beras,Clay,Lempung
15309,80.79,77.34,75.44,33.99,Rice,Beras,Silt,Endapan
15310,81.39,71.27,31.95,16.05,Rice,Beras,Peaty,Gambut
15311,77.48,87.7,41.82,18.26,Rice,Beras,Silt,Endapan
15312,100.07,38.7,36.74,22.93,Rice,Beras,Saline,Asin
15313,116.65,17.52,64.45,23.19,Rice,Beras,Loamy,Lempung Berpasir
15314,108.14,64.2,33.72,25.42,Rice,Beras,Clay,Lempung
15315,148.22,16.62,86.27,21.2,Rice,Beras,Clay,Lempung
15316,11.91,59.64,16.01,40.86,Rice,Beras,Saline,Asin
15317,7.41,63.48,71.89,43.11,Rice,Beras,Clay,Lempung
15318,49.9,61.89,99.59,39.15,Rice,Beras,Peaty,Gambut
15319,130.61,38.49,23.25,35.0,Rice,Beras,Clay,Lempung
15320,61.31,15.51,29.27,37.69,Rice,Beras,Sandy,Berpasir
15321,110.92,14.6,11.08,24.28,Rice,Beras,Peaty,Gambut
15322,29.41,32.82,65.29,41.9,Rice,Beras,Clay,Lempung
15323,107.07,59.96,37.69,27.18,Rice,Beras,Saline,Asin
15324,110.95,84.18,16.51,23.67,Rice,Beras,Loamy,Lempung Berpasir
15325,135.59,38.46,51.01,40.49,Rice,Beras,Saline,Asin
15326,119.26,39.98,45.35,28.8,Rice,Beras,Sandy,Berpasir
15327,90.23,60.21,96.8,38.18,Rice,Beras,Peaty,Gambut
15328,70.19,50.42,21.73,23.51,Rice,Beras,Saline,Asin
15329,121.97,53.77,69.45,44.71,Rice,Beras,Clay,Lempung
15330,59.53,46.64,91.55,16.68,Rice,Beras,Silt,Endapan
15331,110.11,71.28,96.74,14.46,Rice,Beras,Sandy,Berpasir
15332,28.67,40.69,32.5,11.24,Rice,Beras,Clay,Lempung
15333,138.44,44.2,56.83,17.83,Rice,Beras,Silt,Endapan
15334,34.62,80.49,73.5,11.97,Rice,Beras,Silt,Endapan
15335,19.19,22.57,84.67,13.23,Rice,Beras,Saline,Asin
15336,127.66,49.26,34.41,33.72,Rice,Beras,Silt,Endapan
15337,8.84,41.0,32.27,33.79,Rice,Beras,Loamy,Lempung Berpasir
15338,92.88,11.92,25.92,12.67,Rice,Beras,Sandy,Berpasir
15339,6.67,87.89,81.21,44.46,Rice,Beras,Saline,Asin
15340,21.62,85.37,62.99,19.08,Rice,Beras,Saline,Asin
15341,146.82,61.74,78.14,15.75,Rice,Beras,Sandy,Berpasir
15342,22.66,12.87,48.39,21.51,Rice,Beras,Clay,Lempung
15343,29.21,76.66,63.19,14.51,Rice,Beras,Sandy,Berpasir
15344,48.24,37.1,41.41,34.07,Rice,Beras,Peaty,Gambut
15345,95.78,81.51,23.12,19.71,Rice,Beras,Clay,Lempung
15346,90.32,20.41,78.06,16.46,Rice,Beras,Peaty,Gambut
15347,35.02,58.59,49.78,19.99,Rice,Beras,Sandy,Berpasir
15348,62.55,84.06,88.93,21.69,Rice,Beras,Clay,Lempung
15349,31.1,68.39,67.32,13.43,Rice,Beras,Loamy,Lempung Berpasir
15350,98.63,89.31,85.29,11.85,Rice,Beras,Silt,Endapan
15351,70.79,56.44,46.99,22.07,Rice,Beras,Sandy,Berpasir
15352,24.06,67.69,33.24,19.11,Rice,Beras,Loamy,Lempung Berpasir
15353,40.56,79.93,87.64,29.71,Rice,Beras,Silt,Endapan
15354,106.17,19.16,42.84,38.85,Rice,Beras,Saline,Asin
15355,140.78,76.88,96.57,43.69,Rice,Beras,Loamy,Lempung Berpasir
15356,41.29,76.61,36.52,34.4,Rice,Beras,Loamy,Lempung Berpasir
15357,66.66,44.57,91.38,16.45,Rice,Beras,Sandy,Berpasir
15358,90.35,14.47,62.39,31.36,Rice,Beras,Clay,Lempung
15359,98.98,78.41,30.63,13.56,Rice,Beras,Loamy,Lempung Berpasir
15360,52.04,41.84,71.43,12.02,Rice,Beras,Loamy,Lempung Berpasir
15361,76.11,13.01,98.13,44.54,Rice,Beras,Sandy,Berpasir
15362,116.88,65.7,94.49,14.52,Rice,Beras,Sandy,Berpasir
15363,139.45,73.93,31.85,13.52,Rice,Beras,Sandy,Berpasir
15364,10.4,63.98,86.68,22.36,Rice,Beras,Saline,Asin
15365,103.39,47.96,63.67,38.58,Rice,Beras,Loamy,Lempung Berpasir
15366,117.74,30.73,92.59,35.45,Rice,Beras,Sandy,Berpasir
15367,108.43,50.31,50.06,16.67,Rice,Beras,Loamy,Lempung Berpasir
15368,122.39,81.55,94.14,12.67,Rice,Beras,Saline,Asin
15369,58.88,40.81,52.47,22.91,Rice,Beras,Peaty,Gambut
15370,51.01,50.48,62.96,17.8,Rice,Beras,Saline,Asin
15371,31.02,27.3,88.7,44.6,Rice,Beras,Loamy,Lempung Berpasir
15372,15.25,80.34,87.05,43.39,Rice,Beras,Saline,Asin
15373,56.2,70.2,21.85,32.69,Rice,Beras,Clay,Lempung
15374,54.87,74.88,40.51,10.54,Rice,Beras,Peaty,Gambut
15375,31.04,10.97,62.04,17.12,Rice,Beras,Loamy,Lempung Berpasir
15376,43.59,9.77,21.09,39.91,Rice,Beras,Peaty,Gambut
15377,33.98,29.03,38.38,28.52,Rice,Beras,Loamy,Lempung Berpasir
15378,75.22,16.25,13.68,37.03,Rice,Beras,Sandy,Berpasir
15379,24.0,37.14,69.46,11.07,Rice,Beras,Peaty,Gambut
15380,7.2,79.54,42.25,33.73,Rice,Beras,Saline,Asin
15381,24.19,78.6,49.04,16.39,Rice,Beras,Loamy,Lempung Berpasir
15382,59.23,13.66,51.58,40.08,Rice,Beras,Sandy,Berpasir
15383,76.52,82.9,77.35,21.41,Rice,Beras,Loamy,Lempung Berpasir
15384,118.87,54.48,10.68,28.7,Rice,Beras,Peaty,Gambut
15385,21.25,74.22,50.95,11.24,Rice,Beras,Silt,Endapan
15386,125.62,14.22,84.53,42.29,Rice,Beras,Loamy,Lempung Berpasir
15387,110.31,71.73,50.22,18.28,Rice,Beras,Peaty,Gambut
15388,64.12,87.07,75.6,18.3,Rice,Beras,Sandy,Berpasir
15389,138.97,62.93,36.39,41.56,Rice,Beras,Silt,Endapan
15390,141.88,83.55,87.23,12.25,Rice,Beras,Saline,Asin
15391,47.91,82.0,47.17,38.98,Rice,Beras,Loamy,Lempung Berpasir
15392,14.35,43.73,16.35,34.2,Rice,Beras,Silt,Endapan
15393,67.31,26.21,51.74,44.43,Rice,Beras,Clay,Lempung
15394,86.62,41.75,89.51,28.63,Rice,Beras,Loamy,Lempung Berpasir
15395,45.2,30.17,19.83,17.52,Rice,Beras,Clay,Lempung
15396,74.76,11.55,32.39,19.5,Rice,Beras,Saline,Asin
15397,129.68,54.32,19.49,39.74,Rice,Beras,Sandy,Berpasir
15398,129.26,62.35,32.83,15.03,Rice,Beras,Sandy,Berpasir
15399,12.61,18.21,34.07,25.45,Rice,Beras,Loamy,Lempung Berpasir
15400,95.45,67.33,95.12,28.88,Rice,Beras,Clay,Lempung
15401,108.12,35.5,69.3,22.37,Rice,Beras,Silt,Endapan
15402,39.31,56.65,27.11,28.72,Rice,Beras,Loamy,Lempung Berpasir
15403,100.31,66.48,37.67,21.33,Rice,Beras,Silt,Endapan
15404,8.72,7.18,22.4,27.4,Rice,Beras,Saline,Asin
15405,20.57,24.88,98.98,18.4,Rice,Beras,Peaty,Gambut
15406,103.68,6.13,11.69,31.55,Rice,Beras,Silt,Endapan
15407,29.97,44.83,14.15,35.49,Rice,Beras,Clay,Lempung
15408,141.35,72.28,51.73,37.82,Rice,Beras,Loamy,Lempung Berpasir
15409,75.53,41.38,81.14,22.61,Rice,Beras,Silt,Endapan
15410,65.89,70.28,50.01,23.52,Rice,Beras,Clay,Lempung
15411,63.65,53.57,27.19,30.2,Rice,Beras,Sandy,Berpasir
15412,118.2,6.33,48.11,25.65,Rice,Beras,Clay,Lempung
15413,122.11,71.5,23.25,36.93,Rice,Beras,Sandy,Berpasir
15414,82.86,77.29,31.84,25.15,Rice,Beras,Saline,Asin
15415,17.74,40.85,16.49,40.28,Rice,Beras,Peaty,Gambut
15416,119.62,54.76,10.96,22.92,Rice,Beras,Saline,Asin
15417,114.97,36.44,66.43,13.52,Rice,Beras,Peaty,Gambut
15418,121.62,79.64,25.69,31.09,Rice,Beras,Loamy,Lempung Berpasir
15419,11.96,36.96,54.17,21.27,Rice,Beras,Sandy,Berpasir
15420,59.12,12.48,31.85,23.23,Rice,Beras,Loamy,Lempung Berpasir
15421,125.38,76.29,84.24,43.34,Rice,Beras,Clay,Lempung
15422,148.45,34.54,63.14,17.74,Rice,Beras,Clay,Lempung
15423,112.74,55.78,98.42,27.83,Rice,Beras,Silt,Endapan
15424,142.82,25.52,10.46,26.71,Rice,Beras,Clay,Lempung
15425,50.64,52.99,48.77,29.45,Rice,Beras,Saline,Asin
15426,67.45,68.02,73.83,23.43,Rice,Beras,Sandy,Berpasir
15427,8.64,8.53,12.44,18.6,Rice,Beras,Silt,Endapan
15428,71.38,42.67,55.25,43.13,Rice,Beras,Saline,Asin
15429,64.91,67.4,96.08,26.69,Rice,Beras,Clay,Lempung
15430,80.91,40.66,29.37,16.97,Rice,Beras,Clay,Lempung
15431,12.25,54.62,83.85,36.92,Rice,Beras,Clay,Lempung
15432,32.0,26.9,85.67,33.28,Rice,Beras,Saline,Asin
15433,7.44,27.51,94.02,33.43,Rice,Beras,Loamy,Lempung Berpasir
15434,61.67,7.83,22.02,42.03,Rice,Beras,Sandy,Berpasir
