Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Moisture,pH_Value,Rainfall,Crop,Soil_Type,Variety,Fertilizer
78.35,57.65,11.02,36.80,44.08,N/A,6.63,338.99,Sugarcane,Silt,Co 86032,N/A
62.96,68.13,18.11,24.39,69.90,N/A,7.33,94.29,Sugarcane,Peaty,Co 0238,N/A
139.02,12.55,93.22,37.73,48.45,N/A,5.01,66.83,Sugarcane,Saline,Co 86032,N/A
130.90,27.63,59.39,17.57,65.37,N/A,6.52,134.94,Sugarcane,Peaty,Co 86032,N/A
43.05,19.56,84.21,17.23,49.79,N/A,4.80,135.00,Sugarcane,Silt,Co 99004,N/A
133.73,36.79,48.63,30.88,71.11,N/A,5.64,132.70,Sugarcane,Peaty,Co 99004,N/A
34.97,76.29,51.77,33.73,87.87,N/A,5.91,294.45,Sugarcane,Silt,Co 0238,N/A
37.87,51.55,41.37,17.43,95.60,N/A,8.44,44.35,Sugarcane,Silt,Co 0238,N/A
66.01,14.32,90.45,35.91,69.51,N/A,5.14,128.14,Sugarcane,Peaty,Co 99004,N/A
133.81,67.71,56.18,35.45,41.04,N/A,8.27,112.27,Sugarcane,Saline,Co 99004,N/A
63.06,48.02,79.65,30.55,66.43,N/A,7.99,263.39,Sugarcane,Sandy,Co 86032,N/A
131.94,32.96,11.24,23.29,83.82,N/A,7.99,336.33,Sugarcane,Clay,Co 99004,N/A
23.51,6.15,17.27,20.66,39.43,N/A,6.79,76.02,Sugarcane,Loamy,Co 0238,N/A
125.19,53.51,59.81,25.54,51.65,N/A,5.03,321.04,Sugarcane,Saline,Co 0238,N/A
108.33,45.73,19.43,10.74,70.78,N/A,6.04,341.32,Sugarcane,Peaty,Co 0238,N/A
28.67,31.73,97.32,43.78,50.49,N/A,4.91,336.28,Sugarcane,Saline,Co 0238,N/A
16.62,70.45,16.06,29.50,50.46,N/A,6.18,394.52,Sugarcane,Peaty,Co 99004,N/A
57.40,50.75,52.84,29.39,33.77,N/A,5.00,111.95,Sugarcane,Peaty,Co 0238,N/A
141.43,48.18,45.94,23.39,64.86,N/A,7.78,369.12,Sugarcane,Saline,Co 0238,N/A
128.52,7.04,12.21,43.09,34.21,N/A,5.18,346.58,Sugarcane,Silt,Co 86032,N/A
59.54,26.94,16.66,10.79,42.60,N/A,5.84,329.95,Sugarcane,Saline,Co 0238,N/A
60.10,12.00,27.25,26.63,38.19,N/A,6.65,227.35,Sugarcane,Loamy,Co 0238,N/A
112.94,9.91,27.38,37.39,44.03,N/A,6.37,108.18,Sugarcane,Loamy,Co 99004,N/A
145.61,39.11,20.08,26.53,48.05,N/A,7.80,93.74,Sugarcane,Saline,Co 0238,N/A
103.24,53.24,65.15,25.47,80.97,N/A,4.51,102.46,Sugarcane,Clay,Co 0238,N/A
98.35,83.23,32.45,19.12,50.20,N/A,6.97,228.39,Sugarcane,Saline,Co 99004,N/A
77.97,64.85,50.46,34.95,33.64,N/A,4.87,251.77,Sugarcane,Saline,Co 99004,N/A
99.93,6.32,91.39,29.61,30.84,N/A,6.16,326.14,Sugarcane,Sandy,Co 86032,N/A
23.03,89.17,18.89,19.26,87.51,N/A,5.55,38.04,Sugarcane,Loamy,Co 0238,N/A
129.54,37.84,77.29,31.71,41.03,N/A,6.45,183.76,Sugarcane,Clay,Co 99004,N/A
25.82,47.52,17.89,19.77,95.55,N/A,6.34,190.62,Sugarcane,Loamy,Co 99004,N/A
58.48,13.52,56.94,21.90,61.35,N/A,7.96,347.45,Sugarcane,Saline,Co 99004,N/A
69.32,27.37,95.99,28.28,69.09,N/A,7.92,27.89,Sugarcane,Silt,Co 86032,N/A
138.74,34.65,32.90,26.85,53.10,N/A,4.62,143.62,Sugarcane,Sandy,Co 99004,N/A
65.17,26.29,49.50,44.49,53.94,N/A,7.55,82.28,Sugarcane,Saline,Co 0238,N/A
45.47,27.00,78.71,16.35,48.08,N/A,6.27,239.14,Sugarcane,Peaty,Co 0238,N/A
115.81,24.40,68.55,36.71,39.34,N/A,6.59,51.99,Sugarcane,Loamy,Co 99004,N/A
147.24,8.34,35.40,36.07,60.58,N/A,8.01,278.91,Sugarcane,Sandy,Co 0238,N/A
85.60,25.63,47.56,29.15,99.27,N/A,5.63,24.24,Sugarcane,Silt,Co 86032,N/A
71.44,41.46,87.62,29.59,73.38,N/A,7.75,264.94,Sugarcane,Sandy,Co 99004,N/A
37.59,44.09,39.75,25.13,67.72,N/A,7.18,310.57,Sugarcane,Silt,Co 0238,N/A
81.46,88.71,83.87,24.39,51.50,N/A,5.37,189.62,Sugarcane,Clay,Co 0238,N/A
13.45,50.39,97.87,16.76,44.13,N/A,5.00,27.11,Sugarcane,Saline,Co 99004,N/A
80.91,19.06,49.20,27.87,89.66,N/A,7.04,246.93,Sugarcane,Loamy,Co 86032,N/A
11.41,25.97,93.19,23.82,83.15,N/A,5.16,347.63,Sugarcane,Silt,Co 0238,N/A
34.49,89.63,52.80,22.54,33.35,N/A,7.04,171.29,Sugarcane,Saline,Co 0238,N/A
109.37,41.66,43.56,11.86,54.18,N/A,7.95,345.66,Sugarcane,Peaty,Co 86032,N/A
45.01,24.68,13.10,10.57,87.70,N/A,7.46,125.46,Sugarcane,Silt,Co 0238,N/A
113.08,77.13,27.06,35.98,54.70,N/A,5.12,255.73,Sugarcane,Clay,Co 86032,N/A
34.13,74.28,80.05,21.94,96.06,N/A,7.60,28.40,Sugarcane,Sandy,Co 99004,N/A
77.36,9.14,41.79,23.47,83.90,N/A,8.13,284.25,Sugarcane,Peaty,Co 86032,N/A
131.40,22.58,26.17,39.77,98.41,N/A,5.73,357.71,Sugarcane,Peaty,Co 86032,N/A
5.41,18.02,21.50,41.09,33.65,N/A,5.52,125.51,Sugarcane,Peaty,Co 0238,N/A
36.59,28.67,67.52,32.92,91.34,N/A,5.77,23.35,Sugarcane,Peaty,Co 0238,N/A
60.82,83.34,85.98,37.40,81.18,N/A,8.18,390.32,Sugarcane,Silt,Co 86032,N/A
33.04,71.78,20.39,33.45,86.24,N/A,6.16,205.52,Sugarcane,Saline,Co 0238,N/A
72.22,60.00,43.70,17.62,86.59,N/A,6.61,103.64,Sugarcane,Peaty,Co 0238,N/A
20.89,82.62,83.92,16.79,72.61,N/A,7.95,262.81,Sugarcane,Saline,Co 0238,N/A
53.49,17.96,44.37,16.49,78.80,N/A,6.34,211.08,Sugarcane,Saline,Co 86032,N/A
86.38,57.82,49.08,44.70,68.31,N/A,5.65,176.90,Sugarcane,Saline,Co 99004,N/A
41.13,47.87,75.54,13.92,59.65,N/A,8.00,107.17,Sugarcane,Peaty,Co 86032,N/A
65.91,17.00,43.06,13.21,77.24,N/A,7.61,233.02,Sugarcane,Loamy,Co 0238,N/A
73.57,33.51,13.88,34.07,84.78,N/A,8.19,265.10,Sugarcane,Sandy,Co 86032,N/A
118.55,35.21,65.57,25.13,33.79,N/A,5.42,345.71,Sugarcane,Peaty,Co 86032,N/A
26.01,6.24,23.11,12.61,48.56,N/A,8.28,70.18,Sugarcane,Saline,Co 0238,N/A
144.99,64.59,57.04,20.45,81.49,N/A,8.24,382.02,Sugarcane,Saline,Co 86032,N/A
108.29,78.09,64.02,10.18,88.77,N/A,6.34,86.21,Sugarcane,Peaty,Co 0238,N/A
147.06,26.24,56.54,44.71,94.81,N/A,4.67,384.72,Sugarcane,Sandy,Co 99004,N/A
146.72,79.54,95.89,38.12,78.42,N/A,5.37,395.02,Sugarcane,Peaty,Co 0238,N/A
33.85,22.52,57.15,35.91,66.60,N/A,7.49,185.15,Sugarcane,Saline,Co 0238,N/A
87.56,58.60,68.80,31.59,65.63,N/A,5.98,394.79,Sugarcane,Loamy,Co 86032,N/A
74.45,84.56,26.69,29.48,55.28,N/A,6.93,223.77,Sugarcane,Saline,Co 99004,N/A
147.15,15.23,24.28,44.87,52.32,N/A,6.43,253.55,Sugarcane,Peaty,Co 86032,N/A
16.12,49.39,69.09,39.42,66.12,N/A,6.05,168.00,Sugarcane,Peaty,Co 0238,N/A
94.40,52.83,93.56,20.41,98.99,N/A,5.74,50.21,Sugarcane,Peaty,Co 86032,N/A
116.11,54.94,12.40,27.61,75.26,N/A,6.40,352.05,Sugarcane,Clay,Co 0238,N/A
93.95,67.15,78.26,35.89,46.11,N/A,7.17,147.27,Sugarcane,Clay,Co 86032,N/A
39.40,74.27,86.53,39.17,38.21,N/A,7.83,235.86,Sugarcane,Silt,Co 86032,N/A
5.49,83.73,44.77,29.49,36.35,N/A,8.22,202.56,Sugarcane,Silt,Co 99004,N/A
90.63,21.03,98.20,22.14,84.70,N/A,7.13,112.98,Sugarcane,Silt,Co 86032,N/A
81.33,27.66,69.41,25.09,31.38,N/A,4.63,221.05,Sugarcane,Loamy,Co 86032,N/A
76.31,27.24,74.31,21.75,49.58,N/A,5.77,98.47,Sugarcane,Silt,Co 0238,N/A
84.45,67.42,47.28,26.62,76.95,N/A,4.94,233.87,Sugarcane,Clay,Co 86032,N/A
9.06,6.27,35.73,13.69,51.71,N/A,7.17,250.58,Sugarcane,Clay,Co 86032,N/A
123.89,44.74,16.47,34.47,80.79,N/A,4.60,379.94,Sugarcane,Silt,Co 0238,N/A
137.56,65.40,23.60,30.57,89.57,N/A,5.44,205.45,Sugarcane,Clay,Co 99004,N/A
78.80,81.03,98.86,36.88,92.87,N/A,7.12,285.24,Sugarcane,Silt,Co 99004,N/A
54.00,58.79,65.27,32.19,37.27,N/A,7.15,348.91,Sugarcane,Sandy,Co 86032,N/A
66.95,8.20,31.35,30.99,40.18,N/A,6.84,234.11,Sugarcane,Loamy,Co 86032,N/A
129.38,12.29,51.16,32.35,94.39,N/A,6.79,136.54,Sugarcane,Silt,Co 86032,N/A
42.83,82.15,91.20,16.28,61.24,N/A,8.38,389.30,Sugarcane,Peaty,Co 99004,N/A
101.88,8.50,44.69,26.54,55.62,N/A,7.27,249.97,Sugarcane,Loamy,Co 0238,N/A
82.64,26.80,68.73,27.07,78.72,N/A,6.17,171.23,Sugarcane,Saline,Co 86032,N/A
54.81,16.94,28.44,11.46,32.00,N/A,8.21,384.91,Sugarcane,Saline,Co 99004,N/A
132.39,18.17,29.49,31.05,94.65,N/A,7.80,294.10,Sugarcane,Saline,Co 99004,N/A
61.16,19.72,39.55,31.48,39.74,N/A,8.37,241.05,Sugarcane,Loamy,Co 86032,N/A
31.77,55.16,57.13,27.74,81.13,N/A,4.61,340.17,Sugarcane,Loamy,Co 86032,N/A
44.57,50.22,66.15,17.51,96.20,N/A,6.18,361.10,Sugarcane,Peaty,Co 86032,N/A
26.65,38.30,99.96,28.22,37.99,N/A,7.79,59.47,Sugarcane,Loamy,Co 86032,N/A
98.43,64.51,37.87,23.24,42.89,N/A,7.24,345.72,Sugarcane,Peaty,Co 86032,N/A
54.98,73.76,58.16,10.88,96.90,N/A,7.01,120.01,Sugarcane,Saline,Co 86032,N/A
147.82,34.50,68.07,44.74,63.58,N/A,8.40,59.53,Sugarcane,Silt,Co 99004,N/A
148.45,6.89,83.02,42.78,35.20,N/A,8.23,35.92,Sugarcane,Sandy,Co 99004,N/A
136.76,28.99,11.70,32.07,91.91,N/A,6.88,68.06,Sugarcane,Sandy,Co 86032,N/A
51.85,40.22,98.38,34.10,78.68,N/A,5.79,149.38,Sugarcane,Peaty,Co 0238,N/A
30.65,19.06,64.91,16.51,64.57,N/A,6.24,255.55,Sugarcane,Clay,Co 86032,N/A
112.20,42.28,75.14,33.33,43.19,N/A,4.76,67.96,Sugarcane,Sandy,Co 86032,N/A
110.18,74.93,79.70,38.48,60.19,N/A,5.03,50.49,Sugarcane,Silt,Co 86032,N/A
49.36,76.00,92.35,25.43,92.70,N/A,6.03,295.44,Sugarcane,Clay,Co 99004,N/A
142.03,29.38,72.52,13.71,71.85,N/A,5.14,257.22,Sugarcane,Loamy,Co 99004,N/A
117.13,42.88,10.11,32.35,58.64,N/A,8.06,332.58,Sugarcane,Saline,Co 99004,N/A
83.48,26.94,20.81,21.31,96.74,N/A,7.46,173.67,Sugarcane,Loamy,Co 86032,N/A
129.42,17.95,48.85,31.71,74.09,N/A,6.66,37.60,Sugarcane,Silt,Co 86032,N/A
128.43,86.46,50.33,21.55,84.18,N/A,8.27,328.97,Sugarcane,Peaty,Co 99004,N/A
110.36,41.15,14.59,41.44,33.16,N/A,6.96,26.87,Sugarcane,Peaty,Co 0238,N/A
64.12,89.81,58.39,11.30,90.34,N/A,5.35,350.69,Sugarcane,Loamy,Co 86032,N/A
145.25,37.29,83.06,27.20,30.36,N/A,7.42,265.23,Sugarcane,Sandy,Co 86032,N/A
144.12,41.99,24.06,11.28,73.13,N/A,6.00,356.44,Sugarcane,Sandy,Co 86032,N/A
130.25,56.59,98.34,43.15,57.12,N/A,5.30,333.23,Sugarcane,Loamy,Co 99004,N/A
127.74,37.00,64.77,28.63,55.75,N/A,7.28,319.53,Sugarcane,Saline,Co 86032,N/A
71.19,9.56,68.05,34.32,50.54,N/A,6.75,33.22,Sugarcane,Silt,Co 99004,N/A
16.31,43.08,87.55,32.42,65.23,N/A,7.52,195.71,Sugarcane,Silt,Co 86032,N/A
139.71,30.18,75.22,10.98,48.59,N/A,5.47,351.59,Sugarcane,Peaty,Co 99004,N/A
25.12,84.33,95.84,31.85,68.76,N/A,5.26,338.56,Sugarcane,Saline,Co 0238,N/A
67.46,89.62,51.11,34.56,64.80,N/A,6.08,176.81,Sugarcane,Clay,Co 0238,N/A
148.71,39.02,58.22,44.61,69.04,N/A,6.44,230.22,Sugarcane,Silt,Co 86032,N/A
58.37,78.66,90.39,38.01,62.18,N/A,7.42,307.31,Sugarcane,Sandy,Co 0238,N/A
65.96,63.84,59.25,30.68,47.31,N/A,8.17,133.83,Sugarcane,Sandy,Co 86032,N/A
127.62,60.08,53.50,24.05,35.67,N/A,4.66,314.54,Sugarcane,Clay,Co 0238,N/A
101.84,31.62,85.20,23.24,63.08,N/A,5.14,66.51,Sugarcane,Clay,Co 86032,N/A
137.71,64.14,15.54,16.41,76.61,N/A,7.07,296.84,Sugarcane,Silt,Co 99004,N/A
109.53,22.49,69.75,36.12,32.72,N/A,7.61,345.17,Sugarcane,Loamy,Co 86032,N/A
103.37,35.39,73.26,14.07,48.90,N/A,7.82,187.83,Sugarcane,Silt,Co 86032,N/A
118.21,86.79,10.64,26.73,50.27,N/A,4.63,79.32,Sugarcane,Peaty,Co 0238,N/A
65.55,88.64,12.62,14.68,98.62,N/A,4.57,316.13,Sugarcane,Sandy,Co 86032,N/A
137.16,40.80,79.64,43.40,92.62,N/A,6.03,327.96,Sugarcane,Sandy,Co 99004,N/A
86.61,32.86,48.12,38.06,70.62,N/A,6.73,387.01,Sugarcane,Saline,Co 86032,N/A
130.68,5.55,52.22,18.74,97.28,N/A,7.97,286.46,Sugarcane,Loamy,Co 0238,N/A
38.71,21.00,18.27,17.79,42.86,N/A,8.18,382.98,Sugarcane,Clay,Co 0238,N/A
146.67,76.24,27.04,32.26,69.59,N/A,5.85,338.39,Sugarcane,Silt,Co 0238,N/A
133.02,30.23,36.82,22.19,54.61,N/A,5.62,191.82,Sugarcane,Saline,Co 0238,N/A
20.38,34.19,93.61,25.82,74.62,N/A,5.43,216.79,Sugarcane,Peaty,Co 0238,N/A
108.03,71.65,86.91,25.75,52.82,N/A,5.76,93.71,Sugarcane,Loamy,Co 0238,N/A
89.93,42.33,66.73,32.96,31.92,N/A,7.75,384.94,Sugarcane,Sandy,Co 86032,N/A
148.26,50.43,80.49,11.98,74.53,N/A,5.36,69.55,Sugarcane,Sandy,Co 0238,N/A
37.38,11.06,53.09,17.02,47.93,N/A,7.48,245.10,Sugarcane,Clay,Co 86032,N/A
130.06,39.64,23.99,20.29,73.79,N/A,5.85,147.93,Sugarcane,Peaty,Co 86032,N/A
108.30,48.82,51.22,37.15,70.58,N/A,6.49,389.13,Sugarcane,Saline,Co 86032,N/A
58.38,64.29,51.62,32.74,71.22,N/A,6.26,228.65,Sugarcane,Silt,Co 0238,N/A
140.97,18.63,57.68,31.38,84.50,N/A,6.08,194.92,Sugarcane,Saline,Co 0238,N/A
130.00,42.44,81.39,33.47,72.71,N/A,7.98,21.42,Sugarcane,Clay,Co 99004,N/A
95.21,36.58,32.25,32.46,37.87,N/A,6.23,63.57,Sugarcane,Silt,Co 99004,N/A
59.30,80.69,74.45,30.85,30.79,N/A,5.61,239.62,Sugarcane,Loamy,Co 0238,N/A
67.20,10.97,77.13,35.68,58.73,N/A,5.01,331.71,Sugarcane,Peaty,Co 86032,N/A
39.03,19.22,20.93,18.32,56.48,N/A,7.95,134.43,Sugarcane,Saline,Co 99004,N/A
17.48,26.84,25.76,28.83,78.64,N/A,7.93,97.50,Sugarcane,Loamy,Co 0238,N/A
12.36,37.94,13.00,42.18,46.34,N/A,8.26,107.23,Sugarcane,Loamy,Co 99004,N/A
10.90,40.32,25.65,43.46,38.57,N/A,7.59,313.83,Sugarcane,Loamy,Co 0238,N/A
46.16,42.36,70.39,38.50,54.97,N/A,7.17,334.89,Sugarcane,Peaty,Co 0238,N/A
65.08,85.93,76.61,33.19,57.24,N/A,5.63,314.47,Sugarcane,Loamy,Co 99004,N/A
32.83,67.18,26.48,33.49,49.13,N/A,4.87,182.05,Sugarcane,Sandy,Co 0238,N/A
104.60,23.92,49.49,20.87,58.13,N/A,5.85,318.51,Sugarcane,Clay,Co 0238,N/A
85.79,89.00,43.27,37.09,78.26,N/A,5.31,374.19,Sugarcane,Saline,Co 86032,N/A
21.61,62.30,50.43,15.90,63.26,N/A,7.07,196.11,Sugarcane,Peaty,Co 0238,N/A
42.25,13.81,26.03,29.69,33.26,N/A,6.89,205.02,Sugarcane,Loamy,Co 99004,N/A
29.10,46.46,19.57,25.43,70.14,N/A,6.64,293.22,Sugarcane,Saline,Co 99004,N/A
51.92,63.71,74.74,38.59,53.20,N/A,6.52,388.30,Sugarcane,Sandy,Co 0238,N/A
9.06,33.98,10.08,15.03,45.66,N/A,7.13,317.46,Sugarcane,Sandy,Co 0238,N/A
52.06,68.27,68.09,17.79,89.09,N/A,6.68,126.35,Sugarcane,Saline,Co 99004,N/A
125.38,59.02,62.02,19.96,89.22,N/A,5.85,382.65,Sugarcane,Peaty,Co 99004,N/A
17.10,51.54,54.22,28.92,30.89,N/A,7.12,235.04,Sugarcane,Loamy,Co 86032,N/A
16.51,75.21,76.75,40.79,69.67,N/A,5.69,78.64,Sugarcane,Saline,Co 0238,N/A
110.57,86.58,32.24,12.80,34.38,N/A,5.88,195.78,Sugarcane,Loamy,Co 86032,N/A
22.93,68.91,85.23,32.12,33.91,N/A,5.76,72.37,Sugarcane,Silt,Co 0238,N/A
145.46,38.96,35.28,29.44,91.87,N/A,6.02,331.86,Sugarcane,Sandy,Co 0238,N/A
70.23,65.50,74.11,21.51,63.07,N/A,7.29,397.06,Sugarcane,Saline,Co 0238,N/A
66.67,39.07,14.64,21.29,54.58,N/A,5.70,37.17,Sugarcane,Saline,Co 0238,N/A
143.05,72.40,17.78,31.34,71.96,N/A,4.58,305.39,Sugarcane,Saline,Co 0238,N/A
89.09,63.77,41.26,20.98,75.07,N/A,5.17,36.37,Sugarcane,Sandy,Co 86032,N/A
20.81,78.37,26.39,37.06,42.03,N/A,5.69,102.94,Sugarcane,Clay,Co 99004,N/A
106.67,40.35,66.42,26.09,78.89,N/A,6.08,226.93,Sugarcane,Peaty,Co 86032,N/A
99.29,62.36,27.30,34.07,95.83,N/A,7.84,280.64,Sugarcane,Clay,Co 0238,N/A
23.82,27.57,34.06,36.49,85.88,N/A,6.95,185.51,Sugarcane,Sandy,Co 86032,N/A
25.31,8.16,75.87,33.11,86.63,N/A,7.70,340.41,Sugarcane,Clay,Co 86032,N/A
79.58,9.45,73.22,40.46,65.32,N/A,6.66,89.76,Sugarcane,Loamy,Co 99004,N/A
127.02,63.85,77.07,29.88,95.21,N/A,6.86,106.17,Sugarcane,Saline,Co 0238,N/A
72.14,47.56,82.85,41.53,76.31,N/A,7.51,330.73,Sugarcane,Saline,Co 86032,N/A
126.09,89.61,66.73,33.66,73.59,N/A,5.71,379.87,Sugarcane,Saline,Co 99004,N/A
16.96,85.23,59.62,36.73,71.94,N/A,8.05,281.59,Sugarcane,Peaty,Co 99004,N/A
74.37,15.40,17.36,19.97,97.40,N/A,6.62,337.26,Sugarcane,Sandy,Co 86032,N/A
144.56,25.84,21.70,42.10,42.68,N/A,5.67,249.52,Sugarcane,Loamy,Co 86032,N/A
142.12,38.32,31.81,12.53,99.80,N/A,7.78,231.21,Sugarcane,Peaty,Co 99004,N/A
76.03,46.08,45.74,44.42,86.80,N/A,8.42,179.21,Sugarcane,Saline,Co 0238,N/A
148.11,50.75,61.53,25.59,81.61,N/A,5.22,193.05,Sugarcane,Sandy,Co 86032,N/A
94.58,13.27,18.35,22.00,73.04,N/A,5.73,379.30,Sugarcane,Peaty,Co 86032,N/A
70.98,34.05,14.47,37.32,76.36,N/A,4.64,241.90,Sugarcane,Saline,Co 86032,N/A
6.48,9.14,79.05,42.86,80.44,N/A,6.12,257.42,Sugarcane,Peaty,Co 99004,N/A
147.89,49.48,21.91,31.79,97.52,N/A,4.98,106.92,Sugarcane,Silt,Co 86032,N/A
131.57,68.89,83.05,39.04,53.33,N/A,6.78,111.92,Sugarcane,Peaty,Co 86032,N/A
50.55,89.75,42.52,32.07,78.83,N/A,7.54,322.25,Sugarcane,Clay,Co 99004,N/A
82.70,5.62,29.24,22.91,47.71,N/A,5.93,214.72,Sugarcane,Loamy,Co 0238,N/A
15.57,56.35,46.21,13.76,63.33,N/A,6.44,131.53,Sugarcane,Sandy,Co 99004,N/A
30.91,75.78,74.16,28.23,76.33,N/A,8.23,214.68,Sugarcane,Clay,Co 99004,N/A
94.79,33.56,97.26,16.57,77.12,N/A,6.21,85.31,Sugarcane,Clay,Co 0238,N/A
137.40,28.70,32.09,33.38,47.56,N/A,8.06,325.15,Sugarcane,Peaty,Co 99004,N/A
135.25,42.68,98.28,29.85,41.08,N/A,7.36,82.85,Sugarcane,Sandy,Co 0238,N/A
121.46,80.45,65.85,21.57,81.32,N/A,7.01,127.99,Sugarcane,Peaty,Co 0238,N/A
24.01,80.21,13.90,12.76,74.40,N/A,5.42,89.96,Sugarcane,Saline,Co 0238,N/A
94.74,25.48,89.15,29.91,74.66,N/A,4.75,171.78,Sugarcane,Loamy,Co 99004,N/A
129.03,65.97,55.85,21.39,95.76,N/A,5.13,71.72,Sugarcane,Silt,Co 0238,N/A
48.49,20.59,45.89,27.48,32.39,N/A,8.29,263.89,Sugarcane,Silt,Co 86032,N/A
13.05,51.45,15.97,28.24,30.16,N/A,6.55,311.74,Sugarcane,Saline,Co 0238,N/A
76.41,39.35,48.86,11.79,61.86,N/A,7.43,374.47,Sugarcane,Peaty,Co 99004,N/A
126.88,75.17,64.84,39.98,94.62,N/A,7.18,383.13,Sugarcane,Sandy,Co 99004,N/A
89.51,5.56,84.60,35.31,35.75,N/A,4.76,278.41,Sugarcane,Clay,Co 86032,N/A
64.04,12.99,66.44,22.23,55.09,N/A,6.53,341.39,Sugarcane,Loamy,Co 99004,N/A
55.00,41.52,49.01,40.14,75.93,N/A,6.42,181.53,Sugarcane,Clay,Co 86032,N/A
6.63,12.25,52.95,41.07,85.81,N/A,7.72,206.31,Sugarcane,Silt,Co 86032,N/A
128.77,24.57,93.05,35.07,53.57,N/A,6.56,359.34,Sugarcane,Saline,Co 99004,N/A
62.95,6.83,82.42,40.58,83.86,N/A,7.81,114.51,Sugarcane,Peaty,Co 0238,N/A
81.62,63.42,12.49,19.79,84.72,N/A,5.36,333.74,Sugarcane,Clay,Co 86032,N/A
68.90,85.48,59.35,41.34,40.52,N/A,6.72,188.37,Sugarcane,Sandy,Co 86032,N/A
119.14,64.65,69.59,10.82,85.63,N/A,7.87,348.82,Sugarcane,Loamy,Co 86032,N/A
68.79,73.22,14.55,24.15,80.09,N/A,8.24,223.29,Sugarcane,Loamy,Co 0238,N/A
41.53,72.50,19.45,32.23,55.49,N/A,5.82,50.47,Sugarcane,Silt,Co 0238,N/A
47.89,5.34,56.09,38.45,68.87,N/A,5.94,279.01,Sugarcane,Sandy,Co 86032,N/A
58.85,45.99,60.97,13.54,41.12,N/A,6.35,295.65,Sugarcane,Peaty,Co 86032,N/A
50.34,46.63,51.84,20.03,56.33,N/A,6.71,316.64,Sugarcane,Loamy,Co 99004,N/A
52.02,72.42,82.90,19.41,98.87,N/A,6.97,394.93,Sugarcane,Silt,Co 86032,N/A
89.41,12.74,56.31,24.85,85.77,N/A,6.06,239.30,Sugarcane,Loamy,Co 99004,N/A
103.98,31.66,97.10,22.78,62.80,N/A,5.14,24.83,Sugarcane,Peaty,Co 99004,N/A
47.74,39.44,15.26,34.00,42.59,N/A,6.16,310.34,Sugarcane,Loamy,Co 0238,N/A
109.14,56.64,63.27,40.47,43.89,N/A,6.94,238.14,Sugarcane,Clay,Co 86032,N/A
63.68,21.11,22.70,21.27,78.52,N/A,4.58,333.86,Sugarcane,Peaty,Co 0238,N/A
130.09,60.72,72.78,23.87,70.55,N/A,6.95,217.24,Sugarcane,Clay,Co 99004,N/A
89.62,62.08,92.17,30.69,43.25,N/A,8.40,224.12,Sugarcane,Silt,Co 0238,N/A
71.26,47.63,53.79,15.07,68.47,N/A,5.35,74.54,Sugarcane,Peaty,Co 0238,N/A
18.40,40.76,39.16,38.28,78.89,N/A,6.58,219.12,Sugarcane,Saline,Co 99004,N/A
86.02,22.64,99.88,44.51,38.39,N/A,8.15,374.96,Sugarcane,Saline,Co 99004,N/A
32.83,75.79,81.68,10.04,51.27,N/A,5.82,121.13,Sugarcane,Clay,Co 86032,N/A
126.45,66.69,57.33,11.73,65.59,N/A,7.13,51.56,Sugarcane,Silt,Co 86032,N/A
49.92,72.83,18.63,42.56,68.16,N/A,7.25,156.36,Sugarcane,Peaty,Co 99004,N/A
125.53,87.58,98.96,38.87,93.25,N/A,5.69,399.53,Sugarcane,Sandy,Co 99004,N/A
58.27,67.02,11.08,22.56,58.69,N/A,6.28,322.02,Sugarcane,Clay,Co 86032,N/A
147.33,32.58,36.41,22.50,77.37,N/A,8.44,229.34,Sugarcane,Loamy,Co 86032,N/A
133.30,89.38,27.39,25.27,36.71,N/A,4.55,221.28,Sugarcane,Saline,Co 86032,N/A
68.26,29.98,51.89,25.30,74.38,N/A,5.76,392.98,Sugarcane,Peaty,Co 86032,N/A
103.06,84.47,62.41,32.89,69.76,N/A,7.20,203.89,Sugarcane,Peaty,Co 0238,N/A
122.57,38.43,67.00,18.09,68.72,N/A,5.86,262.37,Sugarcane,Silt,Co 0238,N/A
93.65,56.63,31.42,11.28,59.15,N/A,8.39,323.24,Sugarcane,Sandy,Co 0238,N/A
42.39,84.46,36.05,11.25,90.43,N/A,7.55,384.55,Sugarcane,Clay,Co 0238,N/A
147.53,44.73,27.53,41.86,79.71,N/A,7.30,236.38,Sugarcane,Peaty,Co 86032,N/A
49.60,71.48,93.13,40.60,52.68,N/A,8.14,247.45,Sugarcane,Loamy,Co 99004,N/A
29.23,39.93,64.61,35.61,73.08,N/A,5.53,242.48,Sugarcane,Loamy,Co 0238,N/A
88.37,67.15,33.24,15.24,83.68,N/A,7.84,239.27,Sugarcane,Saline,Co 99004,N/A
40.06,53.79,42.65,31.68,36.19,N/A,5.65,269.15,Sugarcane,Saline,Co 0238,N/A
76.23,56.41,42.75,25.87,90.15,N/A,8.09,283.26,Sugarcane,Peaty,Co 86032,N/A
81.74,13.23,14.36,13.58,86.95,N/A,5.86,50.17,Sugarcane,Clay,Co 86032,N/A
53.24,52.20,14.94,13.09,88.93,N/A,6.50,115.07,Sugarcane,Loamy,Co 0238,N/A
98.60,60.54,31.90,29.65,39.47,N/A,8.15,51.48,Sugarcane,Clay,Co 99004,N/A
